ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan
1826,,dzawinai,squeeze,taʐe,taʐe,t a ʐ e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1827,,tariana,squeeze,nãninapisanipɛ,nãninapisanipɛ,n ã n i n a p i s a n i p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1828,,aha,squeeze,hipakadakaida,hipakadakaida,h i p a k a d a k a i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1829,,ehe,squeeze,ipatuitakaita ~ ipatuitaːkheti,ipatuitakaita ~ ipatuitaːkheti,i p a t u i t a k a i t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1830,,name,squeeze,hitaketti,hitaketti,h i t a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1831,,werekena,squeeze,pepɛhə,pepɛhə,p e p ɛ h ə,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1832,,waliperi,standing,ɽiemaka,ɽiemaka,ɽ i e m a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1833,,hohoodene,standing,pueːma,pueːma,p u eː m a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1834,,moliwene,standing,nuémaka,nuémaka,n u e m a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1835,,mauliene,standing,nuémakawa,nuémakawa,n u e m a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1836,,kumadene2,standing,ɽiumakawa,ɽiumakawa,ɽ i u m a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1837,,aha,standing,jeːmakaita ~ jemakada,jeːmakaita ~ jemakada,j eː m a k a i t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1838,,ehe,standing,eːmaketi,eːmaketi,eː m a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1839,,oho,standing,jeːmakete,jeːmakete,j eː m a k e t e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1840,,name,standing,weːmaka,weːmaka,w eː m a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1841,,werekena,standing,teatʃia,teatʃia,t e a tʃ i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1842,,waliperi,star,hiwiʃi,hiwiʃi,h i w i ʃ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1843,,hohoodene,star,hiwiʃi,hiwiʃi,h i w i ʃ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1844,,moliwene,star,hiwiʃída,hiwiʃída,h i w i ʃ í d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1845,,mauliene,star,hiwiʃída,hiwiʃída,h i w i ʃ í d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1846,,kumadene2,star,hiwiʐide,hiwiʐide,h i w i ʐ i d e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1847,,kumadene1,star,waɾiwaðɐpɛ,waɾiwaðɐpɛ,w a ɾ i w a ð ɐ p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1848,,kowaidakenai,star,hiwiʃi,hiwiʃi,h i w i ʃ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1849,,dzawinai,star,hiwisi,hiwisi,h i w i s i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1850,,tariana,star,waɾipɛɾa,waɾipɛɾa,w a ɾ i p ɛ ɾ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1851,,aha,star,hivisrida,hivisrida,h i v i s ɾ i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1852,,ehe,star,hivishi,hivishi,h i v i ʃ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1853,,oho,star,hivisrida,hivisrida,h i v i s ɾ i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1854,,name,star,hivisrida,hivisrida,h i v i s ɾ i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1855,,werekena,star,wiminaɽi,wiminaɽi,w i m i n a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1856,,hohoodene,straight,madzakanʰĩdaɽi,madzakanʰĩdaɽi,m a dz a k a nʰ ĩ d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1857,,mauliene,straight,madzakani,madzakani,m a dz a k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1858,,kumadene2,straight,mahiaka,mahiaka,m a h i a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1859,,kowaidakenai,straight,ɽiemaka,ɽiemaka,ɽ i e m a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1860,,dzawinai,straight,ɽiemaka,ɽiemaka,ɽ i e m a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1861,,tariana,straight,majakaniː,majakaniː,m a j a k a n iː,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1862,,aha,straight,majakani,majakani,m a j a k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1863,,ehe,straight,dzekeːma,dzekeːma,dz e k eː m a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1864,,oho,straight,madzakandale,madzakandale,m a dz a k a n d a l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1865,,name,straight,majakan~dali,majakan~dali,m a j a k a n,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1866,,werekena,straight,anɛpiɽi,anɛpiɽi,a n ɛ p i ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1867,,hohoodene,suck,nupatuitaka,nupatuitaka,n u p a t u i t a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1868,,moliwene,suck,nuputsʰoaka,nuputsʰoaka,n u p u tsʰ o a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1869,,mauliene,suck,nuputsoaka,nuputsoaka,n u p u ts o a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1870,,kumadene2,suck,heːʐi,heːʐi,n u p e ʐ u k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1871,,kowaidakenai,suck,ɽiputswakawa,ɽiputswakawa,ɽ i p u ts w a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1872,,dzawinai,suck,pitsuːtsuka,pitsuːtsuka,p i ts uː ts u k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1873,,tariana,suck,nãtsutsuka,nãtsutsuka,n ã ts u ts u k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1874,,aha,suck,iperukada,iperukada,i p e ɾ u k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1875,,ehe,suck,iperoketi,iperoketi,i p e ɾ o k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1876,,oho,suck,iːtsotsoketi,iːtsotsoketi,iː ts o ts o k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1877,,name,suck,liːraka,liːraka,l iː ɾ a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1878,,werekena,suck,pijuɾuɛhə,pijuɾuɛhə,p i j u ɾ u ɛ h ə,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1879,,waliperi,sun,kamoi,kamoi,k a m o i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1880,,hohoodene,sun,kamoĩ,kamoĩ,k a m o ĩ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1881,,moliwene,sun,kamoĩ,kamoĩ,k a m o ĩ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1882,,mauliene,sun,kamoi,kamoi,k a m o i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1883,,kumadene1,sun,ɐhkoapejtɛ,ɐhkoapejtɛ,ɐ h k o a p e j t ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1884,,kowaidakenai,sun,kamoi,kamoi,k a m o i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1885,,dzawinai,sun,kamoi,kamoi,k a m o i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1886,,tariana,sun,keːɾi,keːɾi,k eː ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1887,,aha,sun,heri,heri,h e ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1888,,ehe,sun,kamui,kamui,k a m u i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1889,,oho,sun,kamoi,kamoi,k a m o i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1890,,name,sun,heːri,heːri,h eː ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1891,,werekena,sun,patʃiaɽɔ,patʃiaɽɔ,p a tʃ i a ɽ ɔ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1892,,hohoodene,swellup,nuiʂakawa,nuiʂakawa,n u i ʂ a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1893,,moliwene,swellup,ɽiʃakadapɛ,ɽiʃakadapɛ,ɽ i ʃ a k a d a p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1894,,mauliene,swellup,ɽiːʂakawa,ɽiːʂakawa,ɽ iː ʂ a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1895,,kowaidakenai,swellup,ɽiʃakawa,ɽiʃakawa,ɽ i ʃ a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1896,,dzawinai,swellup,ɽiʃakawa,ɽiʃakawa,ɽ i ʃ a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1897,,tariana,swellup,dihanipɛ,dihanipɛ,d i h a n i p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1898,,aha,swellup,iːsrakaida,iːsrakaida,iː s ɾ a k a i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1899,,ehe,swellup,iːsrakethi,iːsrakethi,iː s ɾ a k e tʰ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1900,,oho,swellup,israketi,israketi,i s ɾ a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1901,,name,swellup,iːsraketi,iːsraketi,iː s ɾ a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1902,,werekena,swellup,jaɽhə̃,jaɽhə̃,j a ɽʰ ə̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1903,,hohoodene,swim,waʂiakawa,waʂiakawa,w a ʂ i a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1904,,moliwene,swim,wáʂiaka,wáʂiaka,w a ʂ i a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1905,,mauliene,swim,nuaʂaka,nuaʂaka,n u a ʂ a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1906,,kowaidakenai,swim,nuahãkawa,nuahãkawa,n u a h ã k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1907,,dzawinai,swim,maaʃakawa,maaʃakawa,m aː ʃ a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1908,,tariana,swim,naihanã,naihanã,n a i h a n ã,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1909,,aha,swim,hiñakada,hiñakada,h i ɲ a k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1910,,ehe,swim,anʰaketi,anʰaketi,a nʰ a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1911,,oho,swim,jasraːketi,jasraːketi,j a s ɾ aː k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1912,,name,swim,liaisraːko,liaisraːko,l i a i s ɾ aː k o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1913,,waliperi,swim,ɽiaʂakawa,ɽiaʂakawa,ɽ i a ʂ a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1914,,werekena,swim,jabɛdapi,jabɛdapi,j a b ɛ d a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1915,,hohoodene,tail,ɽiepipe,ɽiepipe,ɽ i e p i p e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1916,,moliwene,tail,ɾitíʈi,ɾitíʈi,ɾ i t í t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1917,,mauliene,tail,ɾitípi,ɾitípi,ɾ i t í p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1918,,kumadene2,tail,ɽiphiːpi,ɽiphiːpi,ɽ i pʰ iː p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1919,,kowaidakenai,tail,ɽitipi,ɽitipi,ɽ i t i p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1920,,dzawinai,tail,ɽitipi,ɽitipi,ɽ i t i p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1921,,tariana,tail,lipitsi,lipitsi,l i p i ts i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1922,,aha,tail,liːtiphi,liːtiphi,l iː t i pʰ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1923,,ehe,tail,liːtiphi,liːtiphi,l iː t i pʰ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1924,,oho,tail,liːtipi,liːtipi,l iː t i p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1925,,name,tail,liːtipi,liːtipi,l iː t i p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1926,,werekena,tail,risi,risi,ɾ i s i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1927,,waliperi,tell,nũkajʈika,nũkajʈika,n ũ k a j t i k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1928,,hohoodene,tell,waːko,waːko,w aː k o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1929,,moliwene,tell,kaʐo noaku,kaʐo noaku,k a ʐ o # n o a k u,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1930,,mauliene,tell,nunuako,nunuako,n u n u a k o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1931,,kumadene2,tell,wakonĩpɛ,wakonĩpɛ,w a k o n ĩ p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1932,,tariana,tell,najanʊkanuki,najanʊkanuki,n a j a n ʊ k a n u k i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1933,,waliperi,that,ʰɾiẽnahã,ʰɾiẽnahã,ɾʰ i ẽ n a h ã,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1934,,hohoodene,that,hia,hia,h i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1935,,moliwene,that,hietahɐ̃,hietahɐ̃,h i e t a h ɐ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1936,,kumadene2,that,hietehi,hietehi,h i e t e h i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1937,,kowaidakenai,that,hjeti,hjeti,h j e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1938,,dzawinai,that,hjɛtahã,hjɛtahã,h j ɛ t a h ã,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1939,,tariana,that,hãɸitɛ,hãɸitɛ,h ã ɸ i t ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1940,,aha,that,liara,liara,l i a ɾ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1941,,ehe,that,naːthe,naːthe,n aː tʰ e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1942,,oho,that,kuakalienaha,kuakalienaha,k u a k a l i e n a h a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1943,,name,that,tiːa,tiːa,t iː a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1944,,werekena,that,ɛtahɐ̃,ɛtahɐ̃,ɛ t a h ɐ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1945,,waliperi,there,adisiɐnahɐ̃,adisiɐnahɐ̃,a d i s i ɐ n a h ɐ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1946,,hohoodene,there,aːtahã,aːtahã,aː t a h ã,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1947,,moliwene,there,atahɐ̃,atahɐ̃,a t a h ɐ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1948,,mauliene,there,anahã,anahã,a n a h ã,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1949,,kumadene2,there,aːteahi,aːteahi,aː t e a h i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1950,,tariana,there,hanɛsɛ̃m̥adenawa,hanɛsɛ̃m̥adenawa,h a n ɛ s ɛ̃ mʰ a d e n a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1951,,aha,there,ahareka,ahareka,a h a ɾ e k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1952,,ehe,there,aːthe,aːthe,aː tʰ e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1953,,oho,there,jakaːle,jakaːle,j a k aː l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1954,,name,there,ajakathe,ajakathe,a j a k a tʰ e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1955,,werekena,there,witahɐ̃,witahɐ̃,w i t a h ɐ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1956,,waliperi,they,hamahɐ̃,hamahɐ̃,h a m a h ɐ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1957,,hohoodene,they,hâː,hâː,h âː,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1958,,mauliene,they,háːtahɐ̃,háːtahɐ̃,h áː t a h ɐ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1959,,kowaidakenai,they,nʰaː,nʰaː,nʰ aː,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1960,,dzawinai,they,hã,hã,h ã,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1961,,tariana,they,n̥ãhapã nawikihanũpɛ,n̥ãhapã nawikihanũpɛ,nʰ ã h a p ã # n a w i k i h a n ũ p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1962,,aha,they,anʰana,anʰana,a nʰ a n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1963,,ehe,they,nʰaː,nʰaː,nʰ aː,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1964,,oho,they,hlienaha,hlienaha,h l i e n a h a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1965,,name,they,nʰaː,nʰaː,nʰ aː,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1966,,werekena,they,ɐniparo,ɐniparo,ɐ n i p a ɾ o,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1967,,waliperi,thick,makanɛ,makanɛ,m a k a n ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1968,,hohoodene,thick,makadaɽi,makadaɽi,m a k a d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1969,,mauliene,thick,makadaɽi,makadaɽi,m a k a d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1970,,tariana,thick,hanuːnã,hanuːnã,h a n uː n ã,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1971,,aha,thick,matoledali,matoledali,m a t o l e d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1972,,ehe,thick,hipanadali ~ hipandadali,hipanadali ~ hipandadali,h i p a n a d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1973,,oho,thick,makane,makane,m a k a n e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1974,,name,thick,hipanda,hipanda,h i p a n d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1975,,werekena,thick,pɐniɾi,pɐniɾi,p ɐ n i ɾ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1976,,waliperi,thin,tsoːnẽ,tsoːnẽ,ts oː n ẽ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1977,,hohoodene,thin,haɽɛpapɛdaɽi,haɽɛpapɛdaɽi,h a ɽ ɛ p a p ɛ d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1978,,mauliene,thin,tsuːkatsani,tsuːkatsani,ts uː k a ts a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1979,,kumadene2,thin,tsuaputse,tsuaputse,ts u a p u ts e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1980,,tariana,thin,mãdeilinãtuki,mãdeilinãtuki,m ã d e i l i n ã t u k i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1981,,aha,thin,mmatsiadali,mmatsiadali,m a ts i a d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1982,,ehe,thin,halitaːdali,halitaːdali,h a l i t aː d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1983,,oho,thin,tsoːkaidale,tsoːkaidale,ts oː k a i d a l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1984,,name,thin,tsoːdali,tsoːdali,ts oː d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1985,,kumadene1,skinny,tsepenĩtɛ,tsepenĩtɛ,ts e p e n ĩ t ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1986,,hohoodene,think,nuawaːdaka,nuawaːdaka,n u a w aː d a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1987,,moliwene,think,liapiːtɐ̃da,liapiːtɐ̃da,l i a p iː t ɐ̃ d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1988,,mauliene,think,nuawadakani,nuawadakani,n u a w a d a k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1989,,kumadene2,think,ɽiwaupiaka,ɽiwaupiaka,ɽ i w a u p i a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1990,,kowaidakenai,think,ɽinamanikawa,ɽinamanikawa,ɽ i n a m a n i k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1991,,dzawinai,think,iapjẽta,iapjẽta,i a p j ẽ t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1992,,tariana,think,pawadawani,pawadawani,p a w a d a w a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1993,,aha,think,iwaopiakada,iwaopiakada,i w a o p i a k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1994,,ehe,think,aːpinetaːketi,aːpinetaːketi,aː p i n e t aː k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1995,,oho,think,japiñetaketi,japiñetaketi,j a p i ɲ e t a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1996,,name,think,wawaopiaketi,wawaopiaketi,w a w a o p i a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1997,,werekena,think,puɽiuta,puɽiuta,p u ɽ i u t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1998,,waliperi,this,ʰɾiẽhẽ,ʰɾiẽhẽ,ɾʰ i ẽ h ẽ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
1999,,moliwene,this,hiẽhẽ,hiẽhẽ,h i ẽ h ẽ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2000,,kumadene2,this,hiehi,hiehi,h i e h i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2001,,kowaidakenai,this,hiehẽ,hiehẽ,h i e h ẽ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2002,,dzawinai,this,hjɛhẽ,hjɛhẽ,h j ɛ h ẽ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2003,,tariana,this,nɾia,nɾia,n ɾ i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2004,,aha,this,liahi,liahi,l i a h i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2005,,ehe,this,thiaha,thiaha,tʰ i a h a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2006,,oho,this,kuakalihe,kuakalihe,k u a k a l i h e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2007,,name,this,tiːra,tiːra,t iː ɾ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2008,,waliperi,you,pʰia,pʰia,pʰ i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2009,,moliwene,you,pʰia,pʰia,pʰ i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2010,,mauliene,you,phina,phina,pʰ i n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2011,,kumadene2,you,kia,kia,k i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2012,,kowaidakenai,you,ja,ja,j a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2013,,dzawinai,you,hia,hia,h i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2014,,tariana,you,piɾiha,piɾiha,p i ɾ i h a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2015,,aha,you,phia,phia,pʰ i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2016,,ehe,you,phia,phia,pʰ i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2017,,oho,you,phia,phia,pʰ i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2018,,name,you,phia,phia,pʰ i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2019,,werekena,you,nijahɐ̃,nijahɐ̃,n i j a h ɐ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2020,,waliperi,three,madaɽida,madaɽida,m a d a ɽ i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2021,,hohoodene,three,madar̥ipa,madar̥ipa,m a d a ɾʰ i p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2022,,moliwene,three,mandaɽídɛ,mandaɽídɛ,m a n d a ɽ í d ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2023,,mauliene,three,manaɽida,manaɽida,m a n a ɽ i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2024,,kumadene1,three,mandaɾipɐ,mandaɾipɐ,m a n d a ɾ i p ɐ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2025,,tariana,three,mãdaɾipa,mãdaɾipa,m ã d a ɾ i p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2026,,aha,three,madalida,madalida,m a d a l i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2027,,ehe,three,madali,madali,m a d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2028,,oho,three,madalida,madalida,m a d a l i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2029,,name,three,madalida,madalida,m a d a l i d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2030,,werekena,three,tɛrɛtʃi,tɛrɛtʃi,t ɛ ɾ ɛ tʃ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2031,,hohoodene,throw,paːkakɐni,paːkakɐni,p aː k a k ɐ n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2032,,mauliene,throw,nuinoaka,nuinoaka,n u i n o a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2033,,aha,throw,ipeːkokada,ipeːkokada,i p eː k o k a d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2034,,ehe,throw,iːnuaketi,iːnuaketi,iː n u a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2035,,oho,throw,ipekokete,ipekokete,i p e k o k e t e,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2036,,name,throw,waokaketi,waokaketi,w a o k a k e t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2037,,hohoodene,tie,papalakɐni,papalakɐni,p a p a l a k ɐ n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,
2038,,moliwene,tie,kaʐɐ̃n̚,kaʐɐ̃n̚,k a ʐ ɐ̃ ɲ,,granadillo_ethnographic_2006;silva_discoteca_1961,,
